,ChEMBL ID,Name,Synonyms,Type,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,Polar Surface Area,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX Acidic pKa,CX Basic pKa,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA (Lipinski),HBD (Lipinski),#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Molecular Species,Molecular Formula,h_smiles,ch3_smiles
717,CHEMBL1908221,,,Small molecule,0.0,82.15,2.0,4.0,1.67,0.00,0,0,0,0,Y,0.39,None,None,2.02,2.02,0,MOL,-1.0,6,0,0,0,82.0783,NEUTRAL,C6H10,C#CC(C)(C)C,CC#CC(C)(C)C
718,CHEMBL326602,,,Small molecule,0.0,75.11,2.0,2.0,-0.67,46.25,2,2,0,1,Y,0.43,None,9.60,-0.90,-3.04,0,MOL,-1.0,5,2,3,0,75.0684,BASE,C3H9NO,CC(O)CN,CCC(O)CN
719,CHEMBL1213747,,,Small molecule,0.0,89.14,1.0,1.0,0.68,35.25,2,1,0,0,Y,0.44,None,4.62,0.69,0.69,0,MOL,-1.0,6,2,2,0,89.0841,NEUTRAL,C4H11NO,CC(C)(C)ON,CCC(C)(C)ON
721,CHEMBL1200939,AMMONIUM CHLORIDE,AMMONIUM CHLORIDE|CHLORAMMONIC|E510|FEMA NO. 4494|TUSSI AMMON CO,Small molecule,4.0,53.49,4.0,28.0,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0.0,None,None,None,None,53.0032,None,H4ClN,Cl.N,CCl.N
722,CHEMBL6960,,,Small molecule,0.0,89.14,2.0,3.0,0.68,35.25,2,1,0,3,Y,0.41,None,4.40,0.96,0.96,0,MOL,-1.0,6,2,2,0,89.0841,NEUTRAL,C4H11NO,CCCCON,CCCCCON
723,CHEMBL104456,,2-Methyl-Propenal Oxime,Small molecule,0.0,85.11,2.0,2.0,1.02,32.59,2,1,0,1,Y,0.29,11.71,3.56,0.78,0.78,0,MOL,-1.0,6,2,1,0,85.0528,NEUTRAL,C4H7NO,C=C(C)/C=N/O,CC=C(C)/C=N/O
724,CHEMBL16102,PENTANE,N-Pentane|Pentane,Small molecule,0.0,72.15,9.0,22.0,2.20,0.00,0,0,0,2,Y,0.47,None,None,2.69,2.69,0,MOL,-1.0,5,0,0,0,72.0939,None,C5H12,CCCCC,CCCCCC
725,CHEMBL2333142,CYANOACETAMIDE,Cyanoacetamide,Small molecule,0.0,84.08,1.0,3.0,-0.61,66.88,2,1,0,1,N,0.46,9.22,None,-1.08,-1.09,0,MOL,-1.0,6,3,2,0,84.0324,NEUTRAL,C3H4N2O,N#CCC(N)=O,N#CC(C)C(N)=O
726,CHEMBL1794762,CYCLOHEXYLAMINE,,Small molecule,0.0,99.18,1.0,1.0,1.28,26.02,1,1,0,0,Y,0.49,None,10.45,1.17,-1.57,0,MOL,-1.0,7,1,2,0,99.1048,BASE,C6H13N,NC1CCCCC1,C(N)C1CCCCC1
727,CHEMBL372396,3-METHYLBUTANOL,,Small molecule,0.0,88.15,3.0,4.0,1.02,20.23,1,1,0,2,Y,0.53,None,None,1.09,1.09,0,MOL,-1.0,6,1,1,0,88.0888,NEUTRAL,C5H12O,CC(C)CCO,CCC(C)CCO
728,CHEMBL11544,,N-Methyl-Acetamide,Small molecule,0.0,73.09,3.0,6.0,-0.25,29.10,1,1,0,0,Y,0.42,None,None,-0.81,-0.81,0,MOL,-1.0,5,2,1,0,73.0528,NEUTRAL,C3H7NO,CNC(C)=O,CCNC(C)=O
731,CHEMBL15976,OXAMATE,OXAMIC ACID|Oxalamic acid|Oxamate,Small molecule,0.0,89.05,14.0,25.0,-1.44,80.39,2,2,0,0,N,0.36,2.48,None,-1.07,-4.58,0,MOL,-1.0,6,4,3,0,89.0113,ACID,C2H3NO3,NC(=O)C(=O)O,C(N)C(=O)C(=O)O
732,CHEMBL1935517,,,Small molecule,0.0,83.09,1.0,3.0,0.11,41.57,2,1,0,0,Y,0.48,11.09,3.08,-0.98,-0.98,1,MOL,-1.0,6,3,1,0,83.0483,NEUTRAL,C3H5N3,Cc1nnc[nH]1,CCc1nnc[nH]1
734,CHEMBL117135,,"2,5-Dihydro-Furan",Small molecule,0.0,70.09,1.0,1.0,0.57,9.23,1,0,0,0,Y,0.38,None,None,0.48,0.48,0,MOL,-1.0,5,1,0,0,70.0419,NEUTRAL,C4H6O,C1=CCOC1,CC1=CCOC1
735,CHEMBL346368,,2-Chloro-Acetamide,Small molecule,0.0,93.51,4.0,5.0,-0.29,43.09,1,1,0,1,Y,0.45,13.99,None,-0.49,-0.49,0,MOL,-1.0,5,2,2,0,92.9981,NEUTRAL,C2H4ClNO,NC(=O)CCl,C(N)C(=O)CCl
736,CHEMBL396000,METHYLISOTHIOCYANATE,Methylisothiocyanate,Small molecule,0.0,73.12,13.0,52.0,0.72,12.36,2,0,0,0,Y,0.30,None,1.47,1.07,1.07,0,MOL,-1.0,4,1,0,0,72.9986,NEUTRAL,C2H3NS,CN=C=S,CCN=C=S
737,CHEMBL117080,ISOPROPYLAMINE,Isopropylamine,Small molecule,0.0,59.11,1.0,1.0,0.35,26.02,1,1,0,0,Y,0.43,None,10.43,0.15,-2.58,0,MOL,-1.0,4,1,2,0,59.0735,BASE,C3H9N,CC(C)N,CCC(C)N
739,CHEMBL4097891,,,Small molecule,0.0,96.13,1.0,1.0,1.30,17.07,1,0,0,0,Y,0.44,None,None,1.44,1.44,0,MOL,-1.0,7,1,0,0,96.0575,NEUTRAL,C6H8O,CC1=CCCC1=O,CCC1=CCCC1=O
740,CHEMBL11873,,"N,N-Dimethyl-Acetamide",Small molecule,0.0,87.12,3.0,6.0,0.09,20.31,1,0,0,0,Y,0.41,None,None,-0.58,-0.58,0,MOL,-1.0,6,2,0,0,87.0684,NEUTRAL,C4H9NO,CC(=O)N(C)C,CCC(=O)N(C)C
741,CHEMBL1576086,"2,4-HEXADIENAL",,Small molecule,0.0,96.13,16.0,72.0,1.32,17.07,1,0,0,2,Y,0.29,None,None,1.29,1.29,0,MOL,-1.0,7,1,0,0,96.0575,NEUTRAL,C6H8O,C/C=C/C=C/C=O,CC/C=C/C=C/C=O
742,CHEMBL2148103,TETRAZOLE,Tetrazole,Small molecule,0.0,70.05,1.0,2.0,-0.80,54.46,3,1,0,0,Y,0.43,4.81,None,-0.77,-2.41,1,MOL,-1.0,5,4,1,0,70.0279,ACID,CH2N4,c1nnn[nH]1,Cc1nnn[nH]1
743,CHEMBL4081971,,,Small molecule,0.0,94.11,1.0,1.0,0.76,17.07,1,0,0,0,Y,0.32,None,None,1.49,1.49,0,MOL,-1.0,7,1,0,0,94.0419,NEUTRAL,C6H6O,C=CC#CC(C)=O,CC=CC#CC(C)=O
745,CHEMBL1995464,,,Small molecule,0.0,88.07,53.0,53.0,-2.04,86.18,2,2,0,0,N,0.33,13.41,None,-1.88,-1.88,0,MOL,-1.0,6,4,4,0,88.0273,NEUTRAL,C2H4N2O2,NC(=O)C(N)=O,C(N)C(=O)C(N)=O
748,CHEMBL2106008,CYACETACIDE,CYACETACIDE,Small molecule,0.0,99.09,4.0,8.0,-1.11,78.91,3,2,0,1,N,0.25,9.06,2.54,-1.38,-1.39,0,MOL,0.0,7,4,3,0,99.0433,NEUTRAL,C3H5N3O,N#CCC(=O)NN,N#CC(C)C(=O)NN
750,CHEMBL1377189,,,Small molecule,0.0,91.05,5.0,7.0,-0.20,41.57,2,1,0,0,Y,0.46,9.90,2.48,-0.41,-0.41,1,MOL,-1.0,5,3,1,0,69.0327,NEUTRAL,C2H2N3Na,[Na+].c1nc[n-]n1,[Na+].c(C)1nc[n-]n1
751,CHEMBL3039600,,,Small molecule,0.0,96.11,1.0,1.0,-0.50,54.37,2,1,0,0,Y,0.41,-1.61,None,-0.96,-3.34,0,MOL,-1.0,5,3,1,0,95.9881,ACID,CH4O3S,CS(=O)(=O)O,CCS(=O)(=O)O
752,CHEMBL177097,,,Small molecule,0.0,90.13,3.0,7.0,-1.74,72.27,3,3,0,2,N,0.38,None,9.55,-2.05,-4.70,0,MOL,-1.0,6,3,5,0,90.0793,BASE,C3H10N2O,NCC(O)CN,C(N)CC(O)CN
753,CHEMBL257679,METHANE BORONIC ACID,Methane Boronic Acid,Small molecule,0.0,59.86,3.0,5.0,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1.0,None,None,None,None,60.0383,None,CH5BO2,CB(O)O,CCB(O)O
754,CHEMBL47259,BUTYL CHLORIDE,BUTYL CHLORIDE|Butyl chloride,Small molecule,0.0,92.57,9.0,12.0,2.03,0.00,0,0,0,2,Y,0.46,None,None,2.16,2.16,0,MOL,0.0,5,0,0,0,92.0393,None,C4H9Cl,CCCCCl,CCCCCCl
755,CHEMBL261886,,2-Nitropropane,Small molecule,0.0,89.09,4.0,5.0,0.67,43.14,2,0,0,1,Y,0.35,9.18,None,0.80,0.80,0,MOL,-1.0,6,3,0,0,89.0477,NEUTRAL,C3H7NO2,CC(C)[N+](=O)[O-],CCC(C)[N+](=O)[O-]
756,CHEMBL47969,,,Small molecule,0.0,98.1,1.0,1.0,0.49,26.30,2,0,0,0,Y,0.41,10.38,None,0.95,0.95,0,MOL,-1.0,7,2,0,0,98.0368,NEUTRAL,C5H6O2,CC1C=CC(=O)O1,CCC1C=CC(=O)O1
757,CHEMBL1236818,1-PROPANETHIOL,,Small molecule,0.0,76.16,1.0,2.0,1.33,0.00,1,1,0,1,Y,0.45,10.20,None,1.61,1.61,0,MOL,-1.0,4,0,0,0,76.0347,NEUTRAL,C3H8S,CCCS,CCCCS
759,CHEMBL2251584,PROPYLENE OXIDE,,Small molecule,0.0,58.08,3.0,11.0,0.41,12.53,1,0,0,0,Y,0.37,None,None,0.37,0.37,0,MOL,-1.0,4,1,0,0,58.0419,NEUTRAL,C3H6O,CC1CO1,CCC1CO1
760,CHEMBL347862,CARBOXYMETHOXYLAMINE,Aminooxy-Acetic Acid|Carboxymethoxylamine,Small molecule,0.0,91.07,23.0,37.0,-1.04,72.55,3,2,0,2,N,0.43,3.16,4.52,-2.22,-4.30,0,MOL,-1.0,6,4,3,0,91.0269,ACID,C2H5NO3,NOCC(=O)O,NOC(C)C(=O)O
763,CHEMBL277500,BENZENE,Benzene,Small molecule,0.0,78.11,10.0,50.0,1.69,0.00,0,0,0,0,Y,0.44,None,None,1.97,1.97,1,MOL,-1.0,6,0,0,0,78.047,None,C6H6,c1ccccc1,Cc1ccccc1
764,CHEMBL14253,ACETONE,2-Propanone|ACETONE|DIMETHYL KETONE|Dimethylformaldehyde|Propan-2-one,Small molecule,0.0,58.08,13.0,573.0,0.60,17.07,1,0,0,0,Y,0.40,None,None,0.11,0.11,0,MOL,0.0,4,1,0,0,58.0419,NEUTRAL,C3H6O,CC(C)=O,CCC(C)=O
765,CHEMBL3947059,,,Small molecule,0.0,80.09,1.0,1.0,-0.53,49.81,2,1,0,0,Y,0.40,None,7.69,-0.14,-0.61,0,MOL,-1.0,6,2,2,0,80.0374,NEUTRAL,C4H4N2,N#CC#CCN,N#CC#CC(N)C
767,CHEMBL44215,ETHOXYCARBONYL GROUP,,Small molecule,0.0,74.08,4.0,6.0,0.18,26.30,2,0,0,2,Y,0.44,None,None,0.23,0.23,0,MOL,-1.0,5,2,0,0,74.0368,None,C3H6O2,CCOC=O,CCCOC=O
768,CHEMBL445612,ACRYLONITRILE,Acrylonitrile,Small molecule,0.0,53.06,5.0,6.0,0.70,23.79,1,0,0,0,Y,0.37,None,None,0.76,0.76,0,MOL,-1.0,4,1,0,0,53.0265,None,C3H3N,C=CC#N,CC=CC#N
769,CHEMBL53752,,,Small molecule,0.0,99.13,2.0,2.0,0.44,43.09,1,1,0,1,Y,0.48,None,None,0.51,0.51,0,MOL,-1.0,7,2,2,0,99.0684,NEUTRAL,C5H9NO,C/C=C(\C)C(N)=O,CC/C=C(\C)C(N)=O
770,CHEMBL3185326,,,Small molecule,0.0,94.05,2.0,3.0,0.26,37.30,1,1,0,1,Y,0.45,4.52,None,0.53,-2.26,0,MOL,-1.0,5,2,1,0,72.0211,ACID,C3H3NaO2,C=CC(=O)[O-].[Na+],CC=CC(=O)[O-].[Na+]
771,CHEMBL2271409,METHYLETHYL KETONE CYANOHYDRIN,,Small molecule,0.0,99.13,2.0,4.0,0.67,44.02,2,1,0,1,Y,0.49,12.48,None,0.54,0.54,0,MOL,-1.0,7,2,1,0,99.0684,NEUTRAL,C5H9NO,CCC(C)(O)C#N,CCCC(C)(O)C#N
772,CHEMBL57286,ALLYLAMINE,Allylamine,Small molecule,0.0,57.1,5.0,632.0,0.13,26.02,1,1,0,1,Y,0.43,None,9.66,0.11,-2.09,0,MOL,-1.0,4,1,2,0,57.0578,BASE,C3H7N,C=CCN,CC=CCN
773,CHEMBL276924,NITROMETHANE,Nitromethane,Small molecule,0.0,61.04,16.0,30.0,-0.11,43.14,2,0,0,0,Y,0.29,9.14,None,0.03,0.02,0,MOL,-1.0,4,3,0,0,61.0164,NEUTRAL,CH3NO2,C[N+](=O)[O-],CC[N+](=O)[O-]
776,CHEMBL119596,2-ETHOXYETHANOL,,Small molecule,0.0,90.12,2.0,2.0,0.02,29.46,2,1,0,3,Y,0.49,None,None,-0.21,-0.21,0,MOL,-1.0,6,2,1,0,90.0681,NEUTRAL,C4H10O2,CCOCCO,CCCOCCO
778,CHEMBL3974691,,,Small molecule,0.0,91.54,1.0,1.0,0.70,26.02,1,1,0,1,Y,0.51,None,9.62,0.42,-1.74,0,MOL,-1.0,5,1,2,0,91.0189,BASE,C3H6ClN,NC/C=C/Cl,C(N)C/C=C/Cl
779,CHEMBL540990,AZIRIDINE,Aziridine,Small molecule,0.0,43.07,1.0,2.0,-0.41,21.94,1,1,0,0,Y,0.37,None,8.04,-0.36,-1.09,0,MOL,-1.0,3,1,1,0,43.0422,NEUTRAL,C2H5N,C1CN1,CC1CN1
780,CHEMBL1213528,CROTONIC ACID,Crotonate|Crotonic Acid,Small molecule,0.0,86.09,10.0,18.0,0.65,37.30,1,1,0,1,Y,0.48,4.71,None,0.92,-1.71,0,MOL,-1.0,6,2,1,0,86.0368,ACID,C4H6O2,C/C=C/C(=O)O,CC/C=C/C(=O)O
781,CHEMBL1869638,,,Small molecule,0.0,87.12,4.0,5.0,1.25,32.59,2,1,0,2,Y,0.31,11.34,3.43,0.77,0.77,0,MOL,-1.0,6,2,1,0,87.0684,NEUTRAL,C4H9NO,CCC/C=N/O,CCCC/C=N/O
782,CHEMBL4086262,,,Small molecule,0.0,84.07,1.0,6.0,-0.21,26.30,2,0,0,0,Y,0.23,None,None,0.56,0.56,0,MOL,-1.0,6,2,0,0,84.0211,NEUTRAL,C4H4O2,C#CC(=O)OC,CC#CC(=O)OC
784,CHEMBL3186956,,,Small molecule,0.0,73.14,,,0.74,26.02,1,1,0,1,Y,0.49,None,10.44,0.67,-2.06,0,MOL,-1.0,5,1,2,0,73.0891,BASE,C4H11N,CCC(C)N,CCCC(C)N
785,CHEMBL2111064,FORMALDEHYDE SULFINIC ACID,,Small molecule,0.0,96.11,,,-0.84,57.53,2,2,0,1,Y,0.42,2.00,None,-0.94,-3.20,0,MOL,0.0,5,3,2,0,95.9881,ACID,CH4O3S,O=S(O)CO,O=S(O)C(O)C
786,CHEMBL1566132,,,Small molecule,0.0,68.12,5.0,6.0,1.75,0.00,0,0,0,1,Y,0.41,None,None,1.88,1.88,0,MOL,-1.0,5,0,0,0,68.0626,None,C5H8,C=CC(=C)C,CC=CC(=C)C
789,CHEMBL4227850,,,Small molecule,0.0,84.08,1.0,1.0,0.12,48.91,2,2,0,0,Y,0.47,6.23,1.69,0.57,-0.53,1,MOL,-1.0,6,3,2,0,84.0324,ACID,C3H4N2O,Oc1cc[nH]n1,C(O)c1cc[nH]n1
792,CHEMBL3899142,,,Small molecule,0.0,86.14,1.0,1.0,-0.54,52.04,2,2,0,2,Y,0.44,None,9.95,-0.90,-5.27,0,MOL,-1.0,6,2,4,0,86.0844,BASE,C4H10N2,NC/C=C/CN,C(N)C/C=C/CN
793,CHEMBL1551365,ETHYL NITRITE [SPIRIT],"ETHYL NITRITE [SPIRIT]|NITRE, SWEET SPIRIT OF|SPIRIT OF NITROUS ETHER",Small molecule,4.0,75.07,5.0,6.0,0.70,38.66,3,0,0,2,Y,0.36,None,None,0.90,0.90,0,MOL,0.0,5,3,0,0,75.032,NEUTRAL,C2H5NO2,CCON=O,CCCON=O
794,CHEMBL1563026,,,Small molecule,0.0,56.06,2.0,2.0,-0.39,20.23,1,1,0,0,Y,0.37,13.65,None,-0.29,-0.29,0,MOL,-1.0,4,1,1,0,56.0262,NEUTRAL,C3H4O,C#CCO,CC#CCO
795,CHEMBL45065,2-PENTANOL,2-Pentanol|Pentan-2-ol,Small molecule,0.0,88.15,3.0,4.0,1.17,20.23,1,1,0,2,Y,0.54,None,None,1.22,1.22,0,MOL,-1.0,6,1,1,0,88.0888,NEUTRAL,C5H12O,CCCC(C)O,CCCCC(C)O
796,CHEMBL3184903,,,Small molecule,0.0,98.14,1.0,1.0,1.54,17.07,1,0,0,1,Y,0.45,None,None,1.64,1.64,0,MOL,-1.0,7,1,0,0,98.0732,NEUTRAL,C6H10O,C/C=C(\C)C(C)=O,CC/C=C(\C)C(C)=O
797,CHEMBL68073,,Tetramethyl-Silane,Small molecule,0.0,88.23,1.0,2.0,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1.0,None,None,None,None,88.0708,None,C4H12Si,C[Si](C)(C)C,CC[Si](C)(C)C
798,CHEMBL4297336,ACETIC ACID C-11,11C-ACETATE|ACETIC ACID C-11,Small molecule,2.0,59.05,,,0.09,37.30,1,1,0,0,Y,0.43,4.54,None,-0.22,-3.00,0,MOL,0.0,4,2,1,0,60.0211,ACID,C2H4O2,C[11C](=O)O,CC[11C](=O)O
802,CHEMBL2333144,,,Small molecule,0.0,98.11,6.0,14.0,-0.35,52.89,2,1,0,1,Y,0.49,9.19,None,-0.86,-0.86,0,MOL,-1.0,7,3,1,0,98.048,NEUTRAL,C4H6N2O,CNC(=O)CC#N,CCNC(=O)CC#N
803,CHEMBL4099976,,,Small molecule,0.0,84.12,1.0,1.0,1.15,17.07,1,0,0,1,Y,0.44,None,None,1.25,1.25,0,MOL,-1.0,6,1,0,0,84.0575,NEUTRAL,C5H8O,C/C=C/C(C)=O,CC/C=C/C(C)=O
804,CHEMBL45462,BUTANOL,2-Butanol|Butan-2-Ol,Small molecule,0.0,74.12,7.0,12.0,0.78,20.23,1,1,0,1,Y,0.49,None,None,0.78,0.78,0,MOL,-1.0,5,1,1,0,74.0732,NEUTRAL,C4H10O,CCC(C)O,CCCC(C)O
805,CHEMBL297569,BETA-ALANINE,3-Amino-Propionic Acid|Beta-Alanine,Small molecule,0.0,89.09,21.0,35.0,-0.58,63.32,2,2,0,2,N,0.48,4.08,10.31,-3.17,-3.17,0,MOL,-1.0,6,3,3,0,89.0477,ZWITTERION,C3H7NO2,NCCC(=O)O,C(N)CCC(=O)O
806,CHEMBL358850,D-LACTIC ACID,D-LACTIC ACID|Lactate,Small molecule,3.0,90.08,13.0,33.0,-0.55,57.53,2,2,0,1,Y,0.45,3.78,None,-0.47,-3.74,0,MOL,0.0,6,3,2,0,90.0317,ACID,C3H6O3,C[C@@H](O)C(=O)O,CC[C@@H](O)C(=O)O
808,CHEMBL157368,,,Small molecule,0.0,90.55,6.0,6.0,1.80,0.00,0,0,0,1,Y,0.34,None,None,1.81,1.81,0,MOL,-1.0,5,0,0,0,90.0236,None,C4H7Cl,C=C(C)CCl,CC=C(C)CCl
809,CHEMBL401514,PROPARGYL ISOTHIOCYANATE,Propargyl Isothiocyanate,Small molecule,0.0,97.14,2.0,3.0,0.72,12.36,2,0,0,1,Y,0.27,None,None,1.30,1.30,0,MOL,-1.0,6,1,0,0,96.9986,NEUTRAL,C4H3NS,C#CCN=C=S,CC#CCN=C=S
810,CHEMBL2139230,,,Small molecule,0.0,87.12,1.0,1.0,1.25,32.59,2,1,0,1,Y,0.29,11.66,3.23,0.82,0.82,0,MOL,-1.0,6,2,1,0,87.0684,NEUTRAL,C4H9NO,CC/C(C)=N/O,CCC/C(C)=N/O
811,CHEMBL2271403,,,Small molecule,0.0,97.12,2.0,2.0,0.71,33.02,2,0,0,2,Y,0.48,None,None,0.60,0.60,0,MOL,-1.0,7,2,0,0,97.0528,NEUTRAL,C5H7NO,C=CC(C#N)OC,CC=CC(C#N)OC
814,CHEMBL1200728,GUANIDINE HYDROCHLORIDE,GUANIDINE HYDROCHLORIDE|Guanidine hydrochloride,Small molecule,4.0,95.53,6.0,29.0,-1.16,75.89,1,3,0,0,N,0.24,None,12.55,-1.24,-3.65,0,MOL,0.0,4,3,5,0,59.0483,BASE,CH6ClN3,Cl.N=C(N)N,CCl.N=C(N)N
815,CHEMBL252557,GLYCOLIC ACID,2-Hydroxyacetic Acid|GLYCOLIC ACID|NSC-166,Small molecule,2.0,76.05,108.0,267.0,-0.94,57.53,2,2,0,1,Y,0.42,3.53,None,-1.04,-4.41,0,MOL,0.0,5,3,2,0,76.016,ACID,C2H4O3,O=C(O)CO,O=C(O)C(O)C
818,CHEMBL2227684,ACETAMIDINE,,Small molecule,0.0,58.08,3.0,3.0,-0.06,49.87,1,2,0,0,Y,0.30,None,12.99,-0.96,-3.38,0,MOL,-1.0,4,2,3,0,58.0531,BASE,C2H6N2,CC(=N)N,CCC(=N)N
819,CHEMBL1229871,L-ALANINOL,,Small molecule,0.0,75.11,2.0,2.0,-0.67,46.25,2,2,0,1,Y,0.43,None,9.79,-0.90,-3.20,0,MOL,-1.0,5,2,3,0,75.0684,BASE,C3H9NO,C[C@H](N)CO,CC[C@H](N)CO
820,CHEMBL379652,"1,3-PROPANEDIOL","1,3-Propanediol",Small molecule,0.0,76.09,2.0,4.0,-0.64,40.46,2,2,0,2,Y,0.46,None,None,-1.15,-1.15,0,MOL,-1.0,5,2,2,0,76.0524,NEUTRAL,C3H8O2,OCCCO,C(O)CCCO
821,CHEMBL1495792,,,Small molecule,0.0,90.08,4.0,5.0,-0.08,27.69,3,0,0,0,Y,0.42,None,None,0.19,0.19,0,MOL,-1.0,6,3,0,0,90.0317,NEUTRAL,C3H6O3,C1OCOCO1,CC1OCOCO1
822,CHEMBL541688,OXADIAZOLINE,Oxadiazoline,Small molecule,0.0,72.07,1.0,1.0,-0.49,33.62,3,1,0,0,Y,0.42,None,1.92,-0.28,-0.28,0,MOL,-1.0,5,3,1,0,72.0324,NEUTRAL,C2H4N2O,C1=NNCO1,CC1=NNCO1
823,CHEMBL3276057,,,Small molecule,0.0,86.09,3.0,4.0,-0.22,21.76,2,0,0,0,Y,0.38,None,None,-0.15,-0.15,0,MOL,-1.0,6,2,0,0,86.0368,NEUTRAL,C4H6O2,C1OCC2OC12,CC1OCC2OC12
824,CHEMBL99100,,,Small molecule,0.0,84.12,1.0,1.0,-0.05,15.27,2,1,0,0,Y,0.44,None,5.40,-0.16,-0.17,0,MOL,-1.0,6,2,1,0,84.0687,NEUTRAL,C4H8N2,CN1C=CNC1,CCN1C=CNC1
825,CHEMBL308194,,,Small molecule,0.0,99.13,1.0,3.0,0.50,23.06,1,0,0,0,Y,0.25,None,3.69,-0.58,-0.58,0,MOL,-1.0,7,2,0,0,99.0684,NEUTRAL,C5H9NO,C[N+]1([O-])CC=CC1,CC[N+]1([O-])CC=CC1
827,CHEMBL1452799,,,Small molecule,0.0,88.15,1.0,1.0,1.43,9.23,1,0,0,0,Y,0.43,None,None,1.18,1.18,0,MOL,-1.0,6,1,0,0,88.0888,NEUTRAL,C5H12O,COC(C)(C)C,CCOC(C)(C)C
828,CHEMBL501124,(CYANOBORANYLIDENE)TRIMETHYLAMINE,(Cyanoboranylidene)Trimethylamine,Small molecule,0.0,97.96,1.0,1.0,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1.0,None,None,None,None,98.1015,None,C4H11BN2,C[N+](C)(C)[BH2-]C#N,CC[N+](C)(C)[BH2-]C#N
829,CHEMBL9113,TOLUENE,NSC-406333|TOLUENE,Small molecule,2.0,92.14,21.0,51.0,2.00,0.00,0,0,0,0,Y,0.46,None,None,2.49,2.49,1,MOL,0.0,7,0,0,0,92.0626,None,C7H8,Cc1ccccc1,CCc1ccccc1
833,CHEMBL14060,PHENOL,"CARBOLIC ACID|CHLORASEPTIC|ENT-1814|NSC-36808|PHENOL|PHENOL, LIQUEFIED|Phenol|S.B. WARD|SALICYLIC ACID RELATED COMPOUND C",Small molecule,4.0,94.11,162.0,510.0,1.39,20.23,1,1,0,0,Y,0.51,10.02,None,1.67,1.67,1,MOL,0.0,7,1,1,0,94.0419,NEUTRAL,C6H6O,Oc1ccccc1,C(O)c1ccccc1
834,CHEMBL504,DIMETHYL SULFOXIDE,DIMETHYL SULFOXIDE|DMSO|Domoso|Infiltrina|NSC-763|Rimso 50|Rimso-50|SQ 9453|SQ-9453|Syntexan,Small molecule,4.0,78.14,137.0,388.0,-0.01,17.07,1,0,0,0,Y,0.40,None,None,-1.41,-1.41,0,MOL,0.0,4,1,0,0,78.0139,None,C2H6OS,C[S+](C)[O-],CC[S+](C)[O-]
838,CHEMBL1354,SODIUM ACETATE,"E-262(I)|E262|FEMA NO. 3024|INS NO.262(I)|INS-262(I)|NSC-77459|SODIUM ACETATE|SODIUM ACETATE ANHYDROUS|SODIUM ACETATE HYDRATE|SODIUM ACETATE TRIHYDRATE|Sodium Acetate|Sodium acetate, anhydrous",Small molecule,4.0,82.03,10.0,34.0,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0.0,None,None,None,None,82.0031,None,C2H3NaO2,CC(=O)[O-].[Na+],CCC(=O)[O-].[Na+]
839,CHEMBL3217770,,,Small molecule,0.0,83.09,1.0,1.0,-0.01,54.70,2,2,0,0,Y,0.46,None,4.38,0.04,0.04,1,MOL,-1.0,6,3,3,0,83.0483,NEUTRAL,C3H5N3,Nc1cc[nH]n1,C(N)c1cc[nH]n1
844,CHEMBL3185916,,,Small molecule,0.0,98.14,1.0,1.0,1.54,17.07,1,0,0,1,Y,0.45,None,None,1.49,1.49,0,MOL,-1.0,7,1,0,0,98.0732,NEUTRAL,C6H10O,CC(=O)C=C(C)C,CCC(=O)C=C(C)C
845,CHEMBL3275945,,,Small molecule,0.0,98.11,1.0,2.0,-0.10,48.91,2,2,0,1,Y,0.52,13.75,1.94,-0.41,-0.41,1,MOL,-1.0,7,3,2,0,98.048,NEUTRAL,C4H6N2O,OCc1cc[nH]n1,C(O)Cc1cc[nH]n1
846,CHEMBL450057,TRIMETHYLAMINE HYDROCHLORIDE,Trimethylamine Hydrochloride,Small molecule,0.0,95.57,1.0,1.0,0.18,3.24,1,0,0,0,Y,0.38,None,9.57,0.19,-1.97,0,MOL,-1.0,4,1,0,0,59.0735,BASE,C3H10ClN,CN(C)C.Cl,CCN(C)C.Cl
847,CHEMBL4439290,,,,0.0,92.11,1.0,1.0,0.73,20.23,1,1,0,2,Y,0.53,None,None,0.16,0.16,0,MOL,-1.0,6,1,1,0,92.0637,NEUTRAL,C4H9FO,CC(F)CCO,CCC(F)CCO
848,CHEMBL160811,MONOFLUOROACETAMIDE,2-Fluoro-Acetamide|Monofluoroacetamide,Small molecule,0.0,77.06,2.0,3.0,-0.56,43.09,1,1,0,1,Y,0.45,None,None,-0.96,-0.96,0,MOL,-1.0,5,2,2,0,77.0277,NEUTRAL,C2H4FNO,NC(=O)CF,C(N)C(=O)CF
